id_venta,producto,precio,cantidad,fecha_venta,categoria
2812,29,1381,2.0,1970-01-01 00:00:00.000000134,2
89,19,1457,1.0,1970-01-01 00:00:00.000000146,0
659,19,1328,3.0,1970-01-01 00:00:00.000000146,0
1012,14,1630,1.0,1970-01-01 00:00:00.000000146,1
1048,5,1535,10.0,1970-01-01 00:00:00.000000146,1
1450,22,1488,8.0,1970-01-01 00:00:00.000000146,1
1758,5,472,5.0,1970-01-01 00:00:00.000000146,1
1856,25,1085,11.0,1970-01-01 00:00:00.000000146,1
2490,7,601,6.0,1970-01-01 00:00:00.000000146,2
2547,10,1568,6.0,1970-01-01 00:00:00.000000146,2
2704,28,465,1.0,1970-01-01 00:00:00.000000146,2
2996,10,1659,1.0,1970-01-01 00:00:00.000000146,2
285,1,185,7.0,1970-01-01 00:00:00.000000158,0
896,8,1862,7.0,1970-01-01 00:00:00.000000158,0
1097,15,598,10.0,1970-01-01 00:00:00.000000158,1
1516,25,142,3.0,1970-01-01 00:00:00.000000158,1
1698,5,2301,1.0,1970-01-01 00:00:00.000000158,1
2029,23,645,8.0,1970-01-01 00:00:00.000000158,2
2039,23,891,7.0,1970-01-01 00:00:00.000000158,2
2097,10,1089,8.0,1970-01-01 00:00:00.000000158,2
2275,3,822,1.0,1970-01-01 00:00:00.000000158,2
2381,21,2552,5.0,1970-01-01 00:00:00.000000158,2
107,11,1189,6.0,1970-01-01 00:00:00.000000170,0
185,1,1175,6.0,1970-01-01 00:00:00.000000170,0
374,16,2449,5.0,1970-01-01 00:00:00.000000170,0
601,19,2587,3.0,1970-01-01 00:00:00.000000170,0
616,8,195,9.0,1970-01-01 00:00:00.000000170,0
886,8,1185,7.0,1970-01-01 00:00:00.000000170,0
1134,2,1799,11.0,1970-01-01 00:00:00.000000170,1
1168,5,971,2.0,1970-01-01 00:00:00.000000170,1
1454,2,1348,4.0,1970-01-01 00:00:00.000000170,1
2266,17,110,5.0,1970-01-01 00:00:00.000000170,2
2396,17,2017,1.0,1970-01-01 00:00:00.000000170,2
2673,27,1993,11.0,1970-01-01 00:00:00.000000170,2
19,19,1590,6.0,1970-01-01 00:00:00.000000182,0
953,12,1994,5.0,1970-01-01 00:00:00.000000182,0
1177,15,1693,4.0,1970-01-01 00:00:00.000000182,1
1629,4,231,6.0,1970-01-01 00:00:00.000000182,1
1655,18,974,1.0,1970-01-01 00:00:00.000000182,1
1803,20,584,11.0,1970-01-01 00:00:00.000000182,1
1864,2,1432,3.0,1970-01-01 00:00:00.000000182,1
2019,23,1080,7.0,1970-01-01 00:00:00.000000182,2
2151,21,2186,7.0,1970-01-01 00:00:00.000000182,2
2610,7,1303,9.0,1970-01-01 00:00:00.000000182,2
2615,3,1208,11.0,1970-01-01 00:00:00.000000182,2
2715,3,15,7.0,1970-01-01 00:00:00.000000182,2
1,19,2154,8.0,1970-01-01 00:00:00.000000194,0
138,24,1009,2.0,1970-01-01 00:00:00.000000194,0
1009,4,501,8.0,1970-01-01 00:00:00.000000194,1
1118,5,1746,11.0,1970-01-01 00:00:00.000000194,1
1190,22,758,1.0,1970-01-01 00:00:00.000000194,1
1253,20,1716,8.0,1970-01-01 00:00:00.000000194,1
1521,13,2335,10.0,1970-01-01 00:00:00.000000194,1
1532,14,745,2.0,1970-01-01 00:00:00.000000194,1
2368,26,1835,5.0,1970-01-01 00:00:00.000000194,2
925,1,1377,11.0,1970-01-01 00:00:00.000000206,0
1316,25,265,11.0,1970-01-01 00:00:00.000000206,1
1590,22,1570,4.0,1970-01-01 00:00:00.000000206,1
1914,2,2401,1.0,1970-01-01 00:00:00.000000206,1
2134,28,1119,4.0,1970-01-01 00:00:00.000000206,2
548,24,830,8.0,1970-01-01 00:00:00.000000218,0
905,1,338,9.0,1970-01-01 00:00:00.000000218,0
1224,2,275,4.0,1970-01-01 00:00:00.000000218,1
1459,4,1737,8.0,1970-01-01 00:00:00.000000218,1
1943,20,2167,10.0,1970-01-01 00:00:00.000000218,1
2095,3,458,3.0,1970-01-01 00:00:00.000000218,2
2375,3,1922,10.0,1970-01-01 00:00:00.000000218,2
198,24,391,11.0,1970-01-01 00:00:00.000000230,0
833,12,528,10.0,1970-01-01 00:00:00.000000230,0
1425,18,492,8.0,1970-01-01 00:00:00.000000230,1
1680,22,268,9.0,1970-01-01 00:00:00.000000230,1
1701,13,2280,7.0,1970-01-01 00:00:00.000000230,1
2176,17,950,7.0,1970-01-01 00:00:00.000000230,2
2413,27,2003,3.0,1970-01-01 00:00:00.000000230,2
2844,28,1396,7.0,1970-01-01 00:00:00.000000230,2
249,19,2462,1.0,1970-01-01 00:00:00.000000242,0
452,9,503,12.0,1970-01-01 00:00:00.000000242,0
563,12,1701,10.0,1970-01-01 00:00:00.000000242,0
934,16,2494,11.0,1970-01-01 00:00:00.000000242,0
1193,20,2356,4.0,1970-01-01 00:00:00.000000242,1
1230,22,2361,2.0,1970-01-01 00:00:00.000000242,1
1307,15,2233,11.0,1970-01-01 00:00:00.000000242,1
2212,29,1011,11.0,1970-01-01 00:00:00.000000242,2
2369,23,2280,2.0,1970-01-01 00:00:00.000000242,2
2523,27,1482,1.0,1970-01-01 00:00:00.000000242,2
2611,21,1273,12.0,1970-01-01 00:00:00.000000242,2
281,19,1089,8.0,1970-01-01 00:00:00.000000254,0
305,1,2370,2.0,1970-01-01 00:00:00.000000254,0
422,9,1231,9.0,1970-01-01 00:00:00.000000254,0
538,24,529,4.0,1970-01-01 00:00:00.000000254,0
741,19,2544,12.0,1970-01-01 00:00:00.000000254,0
1010,22,983,8.0,1970-01-01 00:00:00.000000254,1
1203,20,2504,1.0,1970-01-01 00:00:00.000000254,1
1841,13,1521,2.0,1970-01-01 00:00:00.000000254,1
2887,10,471,1.0,1970-01-01 00:00:00.000000254,2
209,19,2522,12.0,1970-01-01 00:00:00.000000266,0
299,19,517,3.0,1970-01-01 00:00:00.000000266,0
1477,15,477,11.0,1970-01-01 00:00:00.000000266,1
1952,14,387,2.0,1970-01-01 00:00:00.000000266,1
2214,28,2134,8.0,1970-01-01 00:00:00.000000266,2
2993,3,1005,7.0,1970-01-01 00:00:00.000000266,2
434,16,1037,2.0,1970-01-01 00:00:00.000000278,0
945,1,1579,12.0,1970-01-01 00:00:00.000000278,0
1057,15,784,3.0,1970-01-01 00:00:00.000000278,1
1320,22,1927,4.0,1970-01-01 00:00:00.000000278,1
2227,10,1203,8.0,1970-01-01 00:00:00.000000278,2
2312,29,202,8.0,1970-01-01 00:00:00.000000278,2
2565,3,1301,3.0,1970-01-01 00:00:00.000000278,2
2962,29,487,5.0,1970-01-01 00:00:00.000000278,2
159,19,1309,6.0,1970-01-01 00:00:00.000000290,0
320,0,973,6.0,1970-01-01 00:00:00.000000290,0
341,19,2078,1.0,1970-01-01 00:00:00.000000290,0
673,12,676,7.0,1970-01-01 00:00:00.000000290,0
701,19,2462,3.0,1970-01-01 00:00:00.000000290,0
1041,13,2344,6.0,1970-01-01 00:00:00.000000290,1
1212,14,879,11.0,1970-01-01 00:00:00.000000290,1
1802,14,707,11.0,1970-01-01 00:00:00.000000290,1
1846,25,643,2.0,1970-01-01 00:00:00.000000290,1
2262,29,1257,2.0,1970-01-01 00:00:00.000000290,2
2713,27,731,9.0,1970-01-01 00:00:00.000000290,2
2827,10,933,2.0,1970-01-01 00:00:00.000000290,2
765,1,1898,1.0,1970-01-01 00:00:00.000000302,0
1119,4,1553,3.0,1970-01-01 00:00:00.000000302,1
2027,10,1826,10.0,1970-01-01 00:00:00.000000302,2
2088,26,302,9.0,1970-01-01 00:00:00.000000302,2
2101,21,2153,2.0,1970-01-01 00:00:00.000000302,2
2147,10,1935,6.0,1970-01-01 00:00:00.000000302,2
2363,27,2296,12.0,1970-01-01 00:00:00.000000302,2
2504,3,2000,10.0,1970-01-01 00:00:00.000000302,2
2580,7,181,7.0,1970-01-01 00:00:00.000000302,2
2646,17,315,8.0,1970-01-01 00:00:00.000000302,2
51,19,326,5.0,1970-01-01 00:00:00.000000314,0
359,19,1901,7.0,1970-01-01 00:00:00.000000314,0
375,1,1861,8.0,1970-01-01 00:00:00.000000314,0
537,11,646,5.0,1970-01-01 00:00:00.000000314,0
844,16,1605,7.0,1970-01-01 00:00:00.000000314,0
1804,2,1121,7.0,1970-01-01 00:00:00.000000314,1
2201,21,1074,7.0,1970-01-01 00:00:00.000000314,2
2287,10,684,11.0,1970-01-01 00:00:00.000000314,2
2465,3,2427,3.0,1970-01-01 00:00:00.000000314,2
2528,26,1423,1.0,1970-01-01 00:00:00.000000314,2
2559,23,2249,8.0,1970-01-01 00:00:00.000000314,2
2633,27,911,12.0,1970-01-01 00:00:00.000000314,2
2645,3,596,10.0,1970-01-01 00:00:00.000000314,2
109,19,97,9.0,1970-01-01 00:00:00.000000326,0
518,24,357,7.0,1970-01-01 00:00:00.000000326,0
1277,15,1083,4.0,1970-01-01 00:00:00.000000326,1
1329,4,1460,7.0,1970-01-01 00:00:00.000000326,1
1830,22,552,11.0,1970-01-01 00:00:00.000000326,1
1964,2,1388,10.0,1970-01-01 00:00:00.000000326,1
2877,10,1169,1.0,1970-01-01 00:00:00.000000326,2
202,9,163,4.0,1970-01-01 00:00:00.000000338,0
294,16,1316,3.0,1970-01-01 00:00:00.000000338,0
493,12,243,10.0,1970-01-01 00:00:00.000000338,0
799,19,72,5.0,1970-01-01 00:00:00.000000338,0
1096,25,390,10.0,1970-01-01 00:00:00.000000338,1
1281,13,1588,12.0,1970-01-01 00:00:00.000000338,1
1715,18,509,11.0,1970-01-01 00:00:00.000000338,1
2089,23,2465,12.0,1970-01-01 00:00:00.000000338,2
2367,10,2365,8.0,1970-01-01 00:00:00.000000338,2
124,16,2426,7.0,1970-01-01 00:00:00.000000349,0
177,11,1667,4.0,1970-01-01 00:00:00.000000349,0
255,1,1780,7.0,1970-01-01 00:00:00.000000349,0
709,19,2562,2.0,1970-01-01 00:00:00.000000349,0
975,1,737,5.0,1970-01-01 00:00:00.000000349,0
988,24,401,1.0,1970-01-01 00:00:00.000000349,0
1036,25,1091,7.0,1970-01-01 00:00:00.000000349,1
1205,18,1092,6.0,1970-01-01 00:00:00.000000349,1
1401,13,606,7.0,1970-01-01 00:00:00.000000349,1
1762,14,709,10.0,1970-01-01 00:00:00.000000349,1
2629,23,2443,1.0,1970-01-01 00:00:00.000000349,2
306,8,2487,5.0,1970-01-01 00:00:00.000000003,0
475,1,534,3.0,1970-01-01 00:00:00.000000003,0
901,19,1032,2.0,1970-01-01 00:00:00.000000003,0
972,9,670,10.0,1970-01-01 00:00:00.000000003,0
1245,18,2135,12.0,1970-01-01 00:00:00.000000003,1
1726,25,33,7.0,1970-01-01 00:00:00.000000003,1
1973,20,984,11.0,1970-01-01 00:00:00.000000003,1
2182,29,133,11.0,1970-01-01 00:00:00.000000003,2
2926,17,1317,6.0,1970-01-01 00:00:00.000000003,2
100,0,321,8.0,1970-01-01 00:00:00.000000015,0
536,8,194,1.0,1970-01-01 00:00:00.000000015,0
1028,5,212,5.0,1970-01-01 00:00:00.000000015,1
1045,18,1337,4.0,1970-01-01 00:00:00.000000015,1
1152,14,440,5.0,1970-01-01 00:00:00.000000015,1
1217,15,2319,8.0,1970-01-01 00:00:00.000000015,1
1310,22,1135,9.0,1970-01-01 00:00:00.000000015,1
1842,14,1694,1.0,1970-01-01 00:00:00.000000015,1
1969,4,1904,1.0,1970-01-01 00:00:00.000000015,1
2191,21,644,11.0,1970-01-01 00:00:00.000000015,2
2510,7,1827,12.0,1970-01-01 00:00:00.000000015,2
2621,21,530,9.0,1970-01-01 00:00:00.000000015,2
2775,3,102,11.0,1970-01-01 00:00:00.000000015,2
2988,26,22,4.0,1970-01-01 00:00:00.000000015,2
220,0,1443,9.0,1970-01-01 00:00:00.000000027,0
819,19,594,6.0,1970-01-01 00:00:00.000000027,0
1004,2,169,8.0,1970-01-01 00:00:00.000000027,1
1439,4,1879,9.0,1970-01-01 00:00:00.000000027,1
1819,4,2279,9.0,1970-01-01 00:00:00.000000027,1
2404,3,61,4.0,1970-01-01 00:00:00.000000027,2
2435,3,1025,3.0,1970-01-01 00:00:00.000000027,2
2463,27,1762,2.0,1970-01-01 00:00:00.000000027,2
2985,3,1538,3.0,1970-01-01 00:00:00.000000027,2
16,8,837,5.0,1970-01-01 00:00:00.000000039,0
342,9,1611,5.0,1970-01-01 00:00:00.000000039,0
806,8,513,9.0,1970-01-01 00:00:00.000000039,0
903,12,2132,2.0,1970-01-01 00:00:00.000000039,0
1056,25,249,10.0,1970-01-01 00:00:00.000000039,1
1666,25,2584,4.0,1970-01-01 00:00:00.000000039,1
1672,14,1634,12.0,1970-01-01 00:00:00.000000039,1
1932,14,808,9.0,1970-01-01 00:00:00.000000039,1
311,19,877,2.0,1970-01-01 00:00:00.000000051,0
353,12,1137,11.0,1970-01-01 00:00:00.000000051,0
650,0,1117,4.0,1970-01-01 00:00:00.000000051,0
656,8,175,2.0,1970-01-01 00:00:00.000000051,0
1387,15,1592,3.0,1970-01-01 00:00:00.000000051,1
1484,2,2087,6.0,1970-01-01 00:00:00.000000051,1
1845,18,520,5.0,1970-01-01 00:00:00.000000051,1
2403,27,1936,3.0,1970-01-01 00:00:00.000000051,2
2445,3,2424,6.0,1970-01-01 00:00:00.000000051,2
2898,26,226,10.0,1970-01-01 00:00:00.000000051,2
98,24,2372,6.0,1970-01-01 00:00:00.000000063,0
550,0,2565,8.0,1970-01-01 00:00:00.000000063,0
751,19,2393,11.0,1970-01-01 00:00:00.000000063,0
915,1,1127,11.0,1970-01-01 00:00:00.000000063,0
1304,2,2568,8.0,1970-01-01 00:00:00.000000063,1
2211,21,199,3.0,1970-01-01 00:00:00.000000063,2
2264,3,1519,6.0,1970-01-01 00:00:00.000000063,2
2708,26,396,10.0,1970-01-01 00:00:00.000000063,2
2780,7,1701,6.0,1970-01-01 00:00:00.000000063,2
2801,21,2526,1.0,1970-01-01 00:00:00.000000063,2
998,24,1713,1.0,1970-01-01 00:00:00.000000075,0
1748,5,1602,3.0,1970-01-01 00:00:00.000000075,1
1896,25,969,4.0,1970-01-01 00:00:00.000000075,1
1967,15,1796,5.0,1970-01-01 00:00:00.000000075,1
2415,3,927,5.0,1970-01-01 00:00:00.000000075,2
22,9,587,6.0,1970-01-01 00:00:00.000000087,0
491,19,476,11.0,1970-01-01 00:00:00.000000087,0
873,12,551,6.0,1970-01-01 00:00:00.000000087,0
937,11,556,2.0,1970-01-01 00:00:00.000000087,0
997,11,1479,10.0,1970-01-01 00:00:00.000000087,0
1000,0,1947,11.0,1970-01-01 00:00:00.000000087,0
1146,25,2510,7.0,1970-01-01 00:00:00.000000087,1
1175,18,2159,2.0,1970-01-01 00:00:00.000000087,1
1747,15,2288,2.0,1970-01-01 00:00:00.000000087,1
1970,22,354,5.0,1970-01-01 00:00:00.000000087,1
1972,14,134,3.0,1970-01-01 00:00:00.000000087,1
2163,27,156,12.0,1970-01-01 00:00:00.000000087,2
14,16,762,5.0,1970-01-01 00:00:00.000000099,0
94,16,897,1.0,1970-01-01 00:00:00.000000099,0
619,19,1122,11.0,1970-01-01 00:00:00.000000099,0
1108,5,2219,9.0,1970-01-01 00:00:00.000000099,1
1938,5,191,11.0,1970-01-01 00:00:00.000000099,1
2473,27,1959,12.0,1970-01-01 00:00:00.000000099,2
2840,7,1812,3.0,1970-01-01 00:00:00.000000099,2
2974,3,2076,2.0,1970-01-01 00:00:00.000000099,2
1151,13,1964,11.0,1970-01-01 00:00:00.000000111,1
1658,5,2455,12.0,1970-01-01 00:00:00.000000111,1
2131,21,2564,7.0,1970-01-01 00:00:00.000000111,2
2333,27,247,5.0,1970-01-01 00:00:00.000000111,2
2649,23,1162,5.0,1970-01-01 00:00:00.000000111,2
2679,23,1266,1.0,1970-01-01 00:00:00.000000111,2
2941,21,945,4.0,1970-01-01 00:00:00.000000111,2
219,19,379,10.0,1970-01-01 00:00:00.000000123,0
460,0,2429,6.0,1970-01-01 00:00:00.000000123,0
1116,25,1471,8.0,1970-01-01 00:00:00.000000123,1
1407,15,2532,11.0,1970-01-01 00:00:00.000000123,1
1468,5,291,2.0,1970-01-01 00:00:00.000000123,1
2364,3,2438,10.0,1970-01-01 00:00:00.000000123,2
2672,29,2082,1.0,1970-01-01 00:00:00.000000123,2
2772,29,177,3.0,1970-01-01 00:00:00.000000123,2
495,1,2364,12.0,1970-01-01 00:00:00.000000135,0
973,12,1430,5.0,1970-01-01 00:00:00.000000135,0
1269,4,1210,5.0,1970-01-01 00:00:00.000000135,1
1765,18,2482,8.0,1970-01-01 00:00:00.000000135,1
1789,4,1178,12.0,1970-01-01 00:00:00.000000135,1
2860,7,17,6.0,1970-01-01 00:00:00.000000135,2
2888,26,1728,3.0,1970-01-01 00:00:00.000000135,2
147,11,822,2.0,1970-01-01 00:00:00.000000147,0
1087,15,1361,7.0,1970-01-01 00:00:00.000000147,1
1103,20,2490,2.0,1970-01-01 00:00:00.000000147,1
1682,14,1219,1.0,1970-01-01 00:00:00.000000147,1
1966,25,697,9.0,1970-01-01 00:00:00.000000147,1
2022,29,318,3.0,1970-01-01 00:00:00.000000147,2
2177,10,1460,7.0,1970-01-01 00:00:00.000000147,2
2776,17,2239,1.0,1970-01-01 00:00:00.000000147,2
2797,10,1399,11.0,1970-01-01 00:00:00.000000147,2
2875,3,1445,10.0,1970-01-01 00:00:00.000000147,2
214,16,2189,6.0,1970-01-01 00:00:00.000000159,0
286,8,2446,4.0,1970-01-01 00:00:00.000000159,0
609,19,2044,9.0,1970-01-01 00:00:00.000000159,0
1122,14,1007,5.0,1970-01-01 00:00:00.000000159,1
1787,15,1277,5.0,1970-01-01 00:00:00.000000159,1
1955,18,712,6.0,1970-01-01 00:00:00.000000159,1
2213,27,784,9.0,1970-01-01 00:00:00.000000159,2
2635,3,2492,11.0,1970-01-01 00:00:00.000000159,2
2956,17,2192,5.0,1970-01-01 00:00:00.000000159,2
678,24,2320,6.0,1970-01-01 00:00:00.000000171,0
1257,15,342,8.0,1970-01-01 00:00:00.000000171,1
1540,22,1221,3.0,1970-01-01 00:00:00.000000171,1
1739,4,792,10.0,1970-01-01 00:00:00.000000171,1
1777,15,69,8.0,1970-01-01 00:00:00.000000171,1
1778,5,322,12.0,1970-01-01 00:00:00.000000171,1
2726,17,1857,12.0,1970-01-01 00:00:00.000000171,2
2733,27,1963,5.0,1970-01-01 00:00:00.000000171,2
2972,29,2383,2.0,1970-01-01 00:00:00.000000171,2
660,0,1863,9.0,1970-01-01 00:00:00.000000183,0
736,8,1913,5.0,1970-01-01 00:00:00.000000183,0
1606,25,129,5.0,1970-01-01 00:00:00.000000183,1
1756,25,352,11.0,1970-01-01 00:00:00.000000183,1
1823,20,507,6.0,1970-01-01 00:00:00.000000183,1
2509,23,1215,2.0,1970-01-01 00:00:00.000000183,2
2931,21,266,2.0,1970-01-01 00:00:00.000000183,2
244,16,1680,8.0,1970-01-01 00:00:00.000000195,0
448,24,2573,9.0,1970-01-01 00:00:00.000000195,0
667,11,1174,9.0,1970-01-01 00:00:00.000000195,0
1006,25,442,5.0,1970-01-01 00:00:00.000000195,1
1181,13,2225,4.0,1970-01-01 00:00:00.000000195,1
1300,22,2435,7.0,1970-01-01 00:00:00.000000195,1
1773,20,1970,1.0,1970-01-01 00:00:00.000000195,1
2061,21,2147,8.0,1970-01-01 00:00:00.000000195,2
2609,23,770,2.0,1970-01-01 00:00:00.000000195,2
2767,10,1101,11.0,1970-01-01 00:00:00.000000195,2
2823,27,1606,11.0,1970-01-01 00:00:00.000000195,2
2971,21,1945,7.0,1970-01-01 00:00:00.000000195,2
2999,7,1360,4.0,1970-01-01 00:00:00.000000195,2
477,11,2123,1.0,1970-01-01 00:00:00.000000207,0
920,0,1026,8.0,1970-01-01 00:00:00.000000207,0
1066,25,1631,9.0,1970-01-01 00:00:00.000000207,1
1176,25,486,11.0,1970-01-01 00:00:00.000000207,1
1708,5,788,11.0,1970-01-01 00:00:00.000000207,1
2288,26,1103,11.0,1970-01-01 00:00:00.000000207,2
2289,23,1581,4.0,1970-01-01 00:00:00.000000207,2
2409,23,2070,10.0,1970-01-01 00:00:00.000000207,2
2612,29,2499,11.0,1970-01-01 00:00:00.000000207,2
2904,28,2423,3.0,1970-01-01 00:00:00.000000207,2
405,1,860,10.0,1970-01-01 00:00:00.000000219,0
575,1,270,11.0,1970-01-01 00:00:00.000000219,0
721,19,1938,5.0,1970-01-01 00:00:00.000000219,0
908,24,167,1.0,1970-01-01 00:00:00.000000219,0
1377,15,277,8.0,1970-01-01 00:00:00.000000219,1
1667,15,204,8.0,1970-01-01 00:00:00.000000219,1
1905,18,1294,5.0,1970-01-01 00:00:00.000000219,1
2582,29,1807,6.0,1970-01-01 00:00:00.000000219,2
2978,26,398,9.0,1970-01-01 00:00:00.000000219,2
453,12,1444,9.0,1970-01-01 00:00:00.000000231,0
762,9,1710,9.0,1970-01-01 00:00:00.000000231,0
918,24,122,9.0,1970-01-01 00:00:00.000000231,0
976,8,377,11.0,1970-01-01 00:00:00.000000231,0
1104,2,1989,5.0,1970-01-01 00:00:00.000000231,1
1351,13,1800,2.0,1970-01-01 00:00:00.000000231,1
1694,2,2074,9.0,1970-01-01 00:00:00.000000231,1
2482,29,1124,1.0,1970-01-01 00:00:00.000000231,2
44,16,478,11.0,1970-01-01 00:00:00.000000243,0
54,16,1283,4.0,1970-01-01 00:00:00.000000243,0
106,8,43,7.0,1970-01-01 00:00:00.000000243,0
319,19,2420,9.0,1970-01-01 00:00:00.000000243,0
414,16,851,2.0,1970-01-01 00:00:00.000000243,0
981,19,2180,9.0,1970-01-01 00:00:00.000000243,0
1024,2,931,11.0,1970-01-01 00:00:00.000000243,1
1479,4,555,1.0,1970-01-01 00:00:00.000000243,1
1883,20,893,10.0,1970-01-01 00:00:00.000000243,1
2150,7,1743,5.0,1970-01-01 00:00:00.000000243,2
2432,29,1414,9.0,1970-01-01 00:00:00.000000243,2
2676,17,834,9.0,1970-01-01 00:00:00.000000243,2
312,9,1108,1.0,1970-01-01 00:00:00.000000255,0
425,1,1184,10.0,1970-01-01 00:00:00.000000255,0
483,12,2540,11.0,1970-01-01 00:00:00.000000255,0
527,11,87,3.0,1970-01-01 00:00:00.000000255,0
802,9,700,5.0,1970-01-01 00:00:00.000000255,0
812,9,178,10.0,1970-01-01 00:00:00.000000255,0
1198,5,161,9.0,1970-01-01 00:00:00.000000255,1
1603,20,327,6.0,1970-01-01 00:00:00.000000255,1
1631,13,287,5.0,1970-01-01 00:00:00.000000255,1
2802,29,40,9.0,1970-01-01 00:00:00.000000255,2
2868,26,652,6.0,1970-01-01 00:00:00.000000255,2
2895,3,1410,4.0,1970-01-01 00:00:00.000000255,2
123,12,1652,11.0,1970-01-01 00:00:00.000000267,0
672,9,1245,6.0,1970-01-01 00:00:00.000000267,0
859,19,1991,4.0,1970-01-01 00:00:00.000000267,0
1238,5,1828,12.0,1970-01-01 00:00:00.000000267,1
1417,15,2245,10.0,1970-01-01 00:00:00.000000267,1
2189,23,5,3.0,1970-01-01 00:00:00.000000267,2
2678,26,1229,10.0,1970-01-01 00:00:00.000000267,2
465,1,2006,2.0,1970-01-01 00:00:00.000000279,0
2907,10,2559,9.0,1970-01-01 00:00:00.000000279,2
476,8,1880,11.0,1970-01-01 00:00:00.000000291,0
583,12,1280,9.0,1970-01-01 00:00:00.000000291,0
738,24,750,11.0,1970-01-01 00:00:00.000000291,0
1241,13,2491,6.0,1970-01-01 00:00:00.000000291,1
1526,25,402,7.0,1970-01-01 00:00:00.000000291,1
2004,28,607,11.0,1970-01-01 00:00:00.000000291,2
2092,29,1696,6.0,1970-01-01 00:00:00.000000291,2
2116,17,1315,8.0,1970-01-01 00:00:00.000000291,2
2146,17,2282,5.0,1970-01-01 00:00:00.000000291,2
2652,29,1940,4.0,1970-01-01 00:00:00.000000291,2
29,19,1834,12.0,1970-01-01 00:00:00.000000303,0
568,24,10,1.0,1970-01-01 00:00:00.000000303,0
782,9,1748,6.0,1970-01-01 00:00:00.000000303,0
1025,18,525,9.0,1970-01-01 00:00:00.000000303,1
1616,25,1050,8.0,1970-01-01 00:00:00.000000303,1
1721,13,668,5.0,1970-01-01 00:00:00.000000303,1
2041,21,64,2.0,1970-01-01 00:00:00.000000303,2
2073,27,1827,3.0,1970-01-01 00:00:00.000000303,2
137,11,1782,11.0,1970-01-01 00:00:00.000000315,0
1050,22,1889,1.0,1970-01-01 00:00:00.000000315,1
1226,25,2333,10.0,1970-01-01 00:00:00.000000315,1
1380,22,1602,2.0,1970-01-01 00:00:00.000000315,1
1446,25,635,10.0,1970-01-01 00:00:00.000000315,1
1543,20,489,9.0,1970-01-01 00:00:00.000000315,1
1608,5,604,4.0,1970-01-01 00:00:00.000000315,1
1702,14,2030,2.0,1970-01-01 00:00:00.000000315,1
1940,22,1173,1.0,1970-01-01 00:00:00.000000315,1
2011,21,702,7.0,1970-01-01 00:00:00.000000315,2
2876,17,979,3.0,1970-01-01 00:00:00.000000315,2
224,16,1973,1.0,1970-01-01 00:00:00.000000327,0
510,0,2066,5.0,1970-01-01 00:00:00.000000327,0
897,11,701,7.0,1970-01-01 00:00:00.000000327,0
1080,22,1393,6.0,1970-01-01 00:00:00.000000327,1
1368,5,1756,7.0,1970-01-01 00:00:00.000000327,1
1613,20,49,5.0,1970-01-01 00:00:00.000000327,1
1732,14,250,11.0,1970-01-01 00:00:00.000000327,1
2067,10,60,7.0,1970-01-01 00:00:00.000000327,2
13,12,760,1.0,1970-01-01 00:00:00.000000339,0
110,0,850,1.0,1970-01-01 00:00:00.000000339,0
784,16,257,6.0,1970-01-01 00:00:00.000000339,0
902,9,290,9.0,1970-01-01 00:00:00.000000339,0
1275,18,2162,11.0,1970-01-01 00:00:00.000000339,1
1478,5,575,2.0,1970-01-01 00:00:00.000000339,1
1719,4,164,10.0,1970-01-01 00:00:00.000000339,1
2125,3,863,2.0,1970-01-01 00:00:00.000000339,2
2251,21,1339,8.0,1970-01-01 00:00:00.000000339,2
2847,10,586,4.0,1970-01-01 00:00:00.000000339,2
82,9,1234,5.0,1970-01-01 00:00:00.000000350,0
111,19,1002,12.0,1970-01-01 00:00:00.000000350,0
432,9,2018,12.0,1970-01-01 00:00:00.000000350,0
1632,14,545,8.0,1970-01-01 00:00:00.000000350,1
166,8,124,8.0,1970-01-01 00:00:00.000000360,0
482,9,1417,7.0,1970-01-01 00:00:00.000000360,0
995,1,235,10.0,1970-01-01 00:00:00.000000360,0
1343,20,166,12.0,1970-01-01 00:00:00.000000360,1
1418,5,2384,12.0,1970-01-01 00:00:00.000000360,1
2659,23,1977,3.0,1970-01-01 00:00:00.000000360,2
2745,3,1851,7.0,1970-01-01 00:00:00.000000360,2
2842,29,991,5.0,1970-01-01 00:00:00.000000360,2
2995,17,502,6.0,1970-01-01 00:00:00.000000360,2
376,8,151,2.0,1970-01-01 00:00:00.000000004,0
530,0,2168,5.0,1970-01-01 00:00:00.000000004,0
1040,22,1284,2.0,1970-01-01 00:00:00.000000004,1
1929,4,2412,10.0,1970-01-01 00:00:00.000000004,1
2481,21,2085,8.0,1970-01-01 00:00:00.000000004,2
2929,23,399,7.0,1970-01-01 00:00:00.000000004,2
160,0,858,12.0,1970-01-01 00:00:00.000000016,0
253,12,2407,5.0,1970-01-01 00:00:00.000000016,0
334,16,2223,12.0,1970-01-01 00:00:00.000000016,0
378,24,982,10.0,1970-01-01 00:00:00.000000016,0
459,19,38,4.0,1970-01-01 00:00:00.000000016,0
524,16,1047,4.0,1970-01-01 00:00:00.000000016,0
1003,20,2211,9.0,1970-01-01 00:00:00.000000016,1
1051,13,2149,8.0,1970-01-01 00:00:00.000000016,1
1076,25,2013,4.0,1970-01-01 00:00:00.000000016,1
